frame,x_pose_0,y_pose_0,visibility_pose_0,x_pose_1,y_pose_1,visibility_pose_1,x_pose_2,y_pose_2,visibility_pose_2,x_pose_3,y_pose_3,visibility_pose_3,x_pose_4,y_pose_4,visibility_pose_4,x_pose_5,y_pose_5,visibility_pose_5,x_pose_6,y_pose_6,visibility_pose_6,x_pose_7,y_pose_7,visibility_pose_7,x_pose_8,y_pose_8,visibility_pose_8,x_pose_9,y_pose_9,visibility_pose_9,x_hand1_0,y_hand1_0,z_hand1_0,x_hand1_1,y_hand1_1,z_hand1_1,x_hand1_2,y_hand1_2,z_hand1_2,x_hand1_3,y_hand1_3,z_hand1_3,x_hand1_4,y_hand1_4,z_hand1_4,x_hand1_5,y_hand1_5,z_hand1_5,x_hand2_0,y_hand2_0,z_hand2_0,x_hand2_1,y_hand2_1,z_hand2_1,x_hand2_2,y_hand2_2,z_hand2_2,x_hand2_3,y_hand2_3,z_hand2_3,x_hand2_4,y_hand2_4,z_hand2_4,x_hand2_5,y_hand2_5,z_hand2_5
0,1.112794280052185,0.3244001865386963,0.9758051037788391,0.6863061785697937,0.3186270296573639,0.9996694326400757,1.1646435260772705,0.4851292371749878,0.41257327795028687,0.6362556219100952,0.5012121200561523,0.9580442905426025,1.1152268648147583,0.5125656723976135,0.19362010061740875,0.5172122716903687,0.6461076736450195,0.9503173232078552,0.9437322020530701,0.6859477162361145,0.9552964568138123,0.7058709263801575,0.6660963892936707,0.9829308390617371,0.89702308177948,0.94511878490448,0.8091299533843994,0.6077533960342407,0.8905280828475952,0.8495767712593079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.004569411277771,0.3191608786582947,0.9756265878677368,0.6835474371910095,0.3266051113605499,0.9996106624603271,1.1635348796844482,0.4906199872493744,0.4019993841648102,0.5917794704437256,0.506449282169342,0.9509962797164917,1.161668062210083,0.5339149832725525,0.18467235565185547,0.4031706154346466,0.6318513751029968,0.9413008093833923,0.9487125277519226,0.6857545375823975,0.9540095925331116,0.7060689330101013,0.6682580709457397,0.9813796877861023,1.032716155052185,0.9387277960777283,0.7785963416099548,0.6109363436698914,0.8926734328269958,0.8399502635002136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.9779877662658691,0.3064594566822052,0.9772897362709045,0.6429005265235901,0.3309580683708191,0.9995169639587402,1.1368424892425537,0.460285484790802,0.4053824841976166,0.5500410795211792,0.5082926750183105,0.9495300650596619,1.163560152053833,0.5332051515579224,0.19432376325130463,0.32766997814178467,0.5752349495887756,0.9387574195861816,0.948644757270813,0.6857317686080933,0.9561245441436768,0.7006888389587402,0.6760339736938477,0.9817413687705994,1.0557377338409424,0.9173393249511719,0.7751369476318359,0.6093006134033203,0.8967499732971191,0.8335133790969849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.9695692658424377,0.3076035976409912,0.9792783260345459,0.5923218727111816,0.33122318983078003,0.9994992613792419,1.1226402521133423,0.46317923069000244,0.4278058111667633,0.49067679047584534,0.4960639178752899,0.9498996734619141,1.1605117321014404,0.5379235744476318,0.21806204319000244,0.24746054410934448,0.5255768895149231,0.9399939775466919,0.9486343860626221,0.682953953742981,0.9592804908752441,0.6910464763641357,0.6761080622673035,0.9828760027885437,1.0990269184112549,0.9101020693778992,0.7813429236412048,0.6091640591621399,0.913392961025238,0.8365737199783325,0.25572606921195984,0.517490804195404,-5.864571051006351e-08,0.12373340129852295,0.4950387477874756,-0.01831727847456932,0.1407797783613205,0.5113531351089478,-0.025350721552968025,0.15008491277694702,0.5297703742980957,-0.01852990873157978,0.15834982693195343,0.5469552874565125,-0.006553058512508869,0.16929398477077484,0.5609224438667297,0.0005682432092726231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.967151939868927,0.3086940050125122,0.9810853004455566,0.5666918158531189,0.3306899070739746,0.999481737613678,1.037890911102295,0.4688805937767029,0.4593144357204437,0.48922452330589294,0.4887467622756958,0.9478000998497009,1.143906831741333,0.5365992188453674,0.24104173481464386,0.2427748143672943,0.48905935883522034,0.9368137717247009,0.9229256510734558,0.6710649728775024,0.9621848464012146,0.6512109041213989,0.6688192486763,0.9836918711662292,1.051186203956604,0.9141506552696228,0.7926439642906189,0.5864969491958618,0.9187562465667725,0.8458564877510071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.9501878023147583,0.305961936712265,0.982865035533905,0.5372757911682129,0.3239136040210724,0.9994530081748962,1.0018670558929443,0.4668111205101013,0.4976942837238312,0.4683545231819153,0.47560974955558777,0.9468055963516235,1.1271634101867676,0.4827030897140503,0.29161161184310913,0.2556092143058777,0.4380166828632355,0.9380817413330078,0.8860276937484741,0.6585488319396973,0.9650406837463379,0.6212751269340515,0.6583361625671387,0.9844048619270325,0.977760374546051,0.9054281711578369,0.8015584945678711,0.5598077178001404,0.8963318467140198,0.8507253527641296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.9280422925949097,0.3066171407699585,0.9845074415206909,0.5150662064552307,0.3204151690006256,0.999437689781189,0.9656301736831665,0.4681607484817505,0.5390893816947937,0.44879719614982605,0.47334006428718567,0.9468286037445068,1.093208909034729,0.4524645507335663,0.35238462686538696,0.2748037576675415,0.4055643379688263,0.9409682154655457,0.8567948937416077,0.6563249230384827,0.9679737687110901,0.5954106450080872,0.6555072069168091,0.9853003025054932,0.9045324921607971,0.8937656879425049,0.8158345818519592,0.5581044554710388,0.9049728512763977,0.8593137264251709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.9040957689285278,0.3071247637271881,0.9860402941703796,0.5110094547271729,0.31691133975982666,0.9994703531265259,0.9564741253852844,0.4687197804450989,0.584058403968811,0.4297620356082916,0.4754273593425751,0.9505083560943604,0.9970006942749023,0.4347051978111267,0.41643497347831726,0.29800668358802795,0.38013169169425964,0.9460124373435974,0.8297982215881348,0.6481420993804932,0.9708499312400818,0.5778200626373291,0.6472323536872864,0.9864271283149719,0.8892498016357422,0.8857755661010742,0.8311828970909119,0.5541362762451172,0.9064809083938599,0.870255708694458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.8798297643661499,0.310448557138443,0.9874180555343628,0.48779577016830444,0.31650686264038086,0.999475359916687,0.9499357342720032,0.46935391426086426,0.6247842311859131,0.37895768880844116,0.47667521238327026,0.9538869261741638,0.9424430727958679,0.41376686096191406,0.47427159547805786,0.3202066421508789,0.33750787377357483,0.9508868455886841,0.8100773692131042,0.6458057761192322,0.9735148549079895,0.5627490878105164,0.6438522338867188,0.9873733520507812,0.878063440322876,0.8800299763679504,0.8435085415840149,0.5512638688087463,0.8921743035316467,0.8759832382202148,0.9507297277450562,0.393656849861145,1.6448763062726357e-07,0.877387285232544,0.3370758593082428,-0.007108642719686031,0.8077593445777893,0.33958813548088074,-0.009851955808699131,0.8148583769798279,0.35420385003089905,-0.0038994494825601578,0.8334023952484131,0.3690856993198395,0.0018037633271887898,0.848382830619812,0.3831263482570648,0.006263423711061478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.8598863482475281,0.31198927760124207,0.9886675477027893,0.463052362203598,0.31660664081573486,0.9994648694992065,0.9274929761886597,0.4793754518032074,0.6620174646377563,0.3463122248649597,0.475657194852829,0.9568858742713928,0.9253811836242676,0.4053950905799866,0.5267061591148376,0.3554149270057678,0.35178142786026,0.9545096158981323,0.782709002494812,0.6474644541740417,0.9759136438369751,0.5445684790611267,0.6451944708824158,0.9882751703262329,0.8426969647407532,0.8765438795089722,0.8552906513214111,0.5397306084632874,0.8776078820228577,0.8815653324127197,0.9430241584777832,0.38789838552474976,2.096367097692564e-07,0.8344413638114929,0.32897672057151794,-0.016059309244155884,0.7788854241371155,0.31847938895225525,-0.05259842425584793,0.7598243355751038,0.3311415910720825,-0.06097152829170227,0.761947512626648,0.3474753797054291,-0.06054327264428139,0.7835608720779419,0.3686887323856354,-0.06183931976556778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
