frame,x_pose_0,y_pose_0,visibility_pose_0,x_pose_1,y_pose_1,visibility_pose_1,x_pose_2,y_pose_2,visibility_pose_2,x_pose_3,y_pose_3,visibility_pose_3,x_pose_4,y_pose_4,visibility_pose_4,x_pose_5,y_pose_5,visibility_pose_5,x_pose_6,y_pose_6,visibility_pose_6,x_pose_7,y_pose_7,visibility_pose_7,x_pose_8,y_pose_8,visibility_pose_8,x_pose_9,y_pose_9,visibility_pose_9,x_hand1_0,y_hand1_0,z_hand1_0,x_hand1_1,y_hand1_1,z_hand1_1,x_hand1_2,y_hand1_2,z_hand1_2,x_hand1_3,y_hand1_3,z_hand1_3,x_hand1_4,y_hand1_4,z_hand1_4,x_hand1_5,y_hand1_5,z_hand1_5,x_hand2_0,y_hand2_0,z_hand2_0,x_hand2_1,y_hand2_1,z_hand2_1,x_hand2_2,y_hand2_2,z_hand2_2,x_hand2_3,y_hand2_3,z_hand2_3,x_hand2_4,y_hand2_4,z_hand2_4,x_hand2_5,y_hand2_5,z_hand2_5
0,0.3947999179363251,0.5038233995437622,0.9773600697517395,0.3287495970726013,0.5014328956604004,0.9998873472213745,0.3907874524593353,0.5359674096107483,0.19370201230049133,0.2685364782810211,0.540873110294342,0.9960110187530518,0.39975109696388245,0.5619289875030518,0.09474814683198929,0.31874945759773254,0.5730084180831909,0.9659867882728577,0.38253962993621826,0.594403862953186,0.9904794096946716,0.33925044536590576,0.5930058360099792,0.9994490742683411,0.3651582598686218,0.6528428792953491,0.7476269602775574,0.32254260778427124,0.6569023132324219,0.9857845902442932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3923574686050415,0.5036801099777222,0.9793300628662109,0.3259572684764862,0.5024681687355042,0.9998955130577087,0.3864305913448334,0.5377711057662964,0.1885022222995758,0.2715343236923218,0.5418927669525146,0.9962348937988281,0.3958263397216797,0.5624707341194153,0.102507583796978,0.3246868848800659,0.5734330415725708,0.9682559967041016,0.38214683532714844,0.5944567918777466,0.9910668730735779,0.34145456552505493,0.5938748121261597,0.9994654655456543,0.36570724844932556,0.6516782641410828,0.7508600950241089,0.3270322382450104,0.6585365533828735,0.9861555099487305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.3893711268901825,0.5037193298339844,0.9811176657676697,0.3228946626186371,0.5031144618988037,0.9999033212661743,0.3731285333633423,0.540957510471344,0.1792149394750595,0.2736770212650299,0.5425792932510376,0.9964187741279602,0.393178790807724,0.5664772391319275,0.10603700578212738,0.3280087411403656,0.5737309455871582,0.9700479507446289,0.3817564845085144,0.597429633140564,0.9915390610694885,0.342449426651001,0.5977945327758789,0.9994717836380005,0.36639276146888733,0.6518895030021667,0.7560433149337769,0.3268887996673584,0.6618227362632751,0.9863173365592957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.3850935101509094,0.5041002035140991,0.9827441573143005,0.32290592789649963,0.5032345056533813,0.9999108910560608,0.3699677586555481,0.5448150634765625,0.16900013387203217,0.2774713337421417,0.5427952408790588,0.9965878129005432,0.39165714383125305,0.5716241598129272,0.10779165476560593,0.3306332528591156,0.5742542743682861,0.9716349840164185,0.38200047612190247,0.5975132584571838,0.9919260740280151,0.3442755937576294,0.5979462265968323,0.9994804263114929,0.3665328621864319,0.6520093083381653,0.7630438804626465,0.32806313037872314,0.6617162823677063,0.9866192936897278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.3849700689315796,0.504226803779602,0.9839227199554443,0.32233932614326477,0.5033389925956726,0.9999151229858398,0.37259137630462646,0.5458816885948181,0.15933632850646973,0.2801011800765991,0.5433793663978577,0.9967694282531738,0.3920932114124298,0.5734067559242249,0.10792659223079681,0.332732617855072,0.575003445148468,0.9732584357261658,0.3827243745326996,0.5973981618881226,0.9921114444732666,0.3453747630119324,0.5977286696434021,0.9994190335273743,0.3665274679660797,0.6519787907600403,0.7634631395339966,0.32991161942481995,0.660793662071228,0.9855976700782776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.38480985164642334,0.5044737458229065,0.9851134419441223,0.3221983015537262,0.5033737421035767,0.9999209046363831,0.37068575620651245,0.5460261106491089,0.14852361381053925,0.28067833185195923,0.5434120297431946,0.9969046711921692,0.3894483745098114,0.5739412307739258,0.10538375377655029,0.3327030539512634,0.5749813318252563,0.974564790725708,0.3833637535572052,0.5970227718353271,0.9924148321151733,0.3458676338195801,0.5977016687393188,0.9994140267372131,0.36669474840164185,0.6519110798835754,0.7687696218490601,0.33241406083106995,0.6594723463058472,0.9855681657791138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.3824576139450073,0.504388153553009,0.9861350655555725,0.32331082224845886,0.5033610463142395,0.9999265670776367,0.36148861050605774,0.5451605319976807,0.13616988062858582,0.2828610837459564,0.5433721542358398,0.9968870282173157,0.3798672556877136,0.5726035237312317,0.09998048841953278,0.3339880704879761,0.5749515295028687,0.974888801574707,0.3831022381782532,0.5969650745391846,0.9925985336303711,0.34787407517433167,0.5974248647689819,0.9994142055511475,0.36542052030563354,0.6523205041885376,0.7707976698875427,0.33244138956069946,0.659629225730896,0.9856259226799011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.38076654076576233,0.504263699054718,0.9867332577705383,0.32315391302108765,0.5033673644065857,0.9999310374259949,0.35899877548217773,0.5440865159034729,0.12483058869838715,0.283049613237381,0.5433630347251892,0.9968826770782471,0.37758541107177734,0.5699809789657593,0.09415026754140854,0.33492058515548706,0.574961245059967,0.9753205180168152,0.38278907537460327,0.5968776941299438,0.9925714135169983,0.3479301631450653,0.5973328351974487,0.9993785619735718,0.3651389181613922,0.6533091068267822,0.7715865969657898,0.3321111500263214,0.6602465510368347,0.9853851199150085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.37859848141670227,0.5042651295661926,0.9873759746551514,0.3233291506767273,0.5031888484954834,0.9999353885650635,0.3577776849269867,0.5444172024726868,0.11482982337474823,0.28335073590278625,0.5431735515594482,0.9968977570533752,0.3761696517467499,0.5730235576629639,0.08902179449796677,0.33568617701530457,0.5749468207359314,0.9759754538536072,0.38207685947418213,0.5968900322914124,0.9926786422729492,0.34859079122543335,0.5972967147827148,0.9993606805801392,0.36469680070877075,0.6536795496940613,0.773903489112854,0.33224043250083923,0.6604290008544922,0.9852921366691589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.37729835510253906,0.5042600035667419,0.9881085753440857,0.32329076528549194,0.5031535029411316,0.9999390244483948,0.356448769569397,0.5447892546653748,0.1059805154800415,0.2834719121456146,0.5431056022644043,0.9968947768211365,0.37417981028556824,0.5749843120574951,0.08469149470329285,0.3353981673717499,0.5749192833900452,0.9762115478515625,0.3819642961025238,0.5969235897064209,0.992868959903717,0.3486778438091278,0.5973778367042542,0.9993448257446289,0.36426541209220886,0.6540600657463074,0.7752890586853027,0.3324151039123535,0.6604582071304321,0.9849684238433838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
